TIMESTAMP,IMG,SUBTRACTED,RATE
07/03/2016 10:03:58,104,0,0
07/03/2016 10:04:04,105,0,0
07/03/2016 10:04:10,106,0,0
07/03/2016 10:04:17,107,0,0
07/03/2016 10:04:23,108,0,0
07/03/2016 10:04:29,109,0,0
07/03/2016 10:04:36,110,0,0
07/03/2016 10:04:42,111,0,0
07/03/2016 10:04:48,112,0,0
07/03/2016 10:04:54,113,0,0
07/03/2016 10:05:01,114,0,0
07/03/2016 10:05:07,115,0,0
07/03/2016 10:05:13,116,0,0
07/03/2016 10:05:20,117,0,0
07/03/2016 10:05:26,118,0,0
07/03/2016 10:05:32,119,0,0
07/03/2016 10:05:38,120,0,0
07/03/2016 10:05:45,121,0,0
07/03/2016 10:05:51,122,0,0
07/03/2016 10:05:57,123,0,0
07/03/2016 10:06:03,124,0,0
07/03/2016 10:06:10,125,0,0
07/03/2016 10:06:16,126,0,0
07/03/2016 10:06:22,127,0,0
07/03/2016 10:06:29,128,0,0
07/03/2016 10:06:35,129,0,0
07/03/2016 10:06:41,130,0,0
07/03/2016 10:06:47,131,0,0
07/03/2016 10:06:54,132,0,0
07/03/2016 10:07:00,133,0,0
07/03/2016 10:07:06,134,0,0
07/03/2016 10:07:13,135,0,0
07/03/2016 10:07:19,136,0,0
07/03/2016 10:07:25,137,0,0
07/03/2016 10:07:31,138,0,0
07/03/2016 10:07:38,139,0,0
07/03/2016 10:07:44,140,0,0
07/03/2016 10:07:50,141,0,0
07/03/2016 10:07:57,142,0,0
07/03/2016 10:08:03,143,0,0
07/03/2016 10:08:09,144,0,0
07/03/2016 10:08:15,145,0,0
07/03/2016 10:08:22,146,0,0
07/03/2016 10:08:28,147,0,0
07/03/2016 10:08:34,148,0,0
07/03/2016 10:08:41,149,0,0
07/03/2016 10:08:47,150,0,0
07/03/2016 10:08:53,151,0,0
07/03/2016 10:08:59,152,0,0
07/03/2016 10:09:06,153,0,0
07/03/2016 10:09:12,154,0,0
07/03/2016 10:09:18,155,0,0
07/03/2016 10:09:24,156,0,0
07/03/2016 10:09:31,157,0,0
07/03/2016 10:09:37,158,0,0
07/03/2016 10:09:43,159,0,0
07/03/2016 10:09:50,160,0,0
07/03/2016 10:09:56,161,0,0
07/03/2016 10:10:02,162,0,0
07/03/2016 10:10:08,163,0,0
07/03/2016 10:10:15,164,0,0
07/03/2016 10:10:21,165,0,0
07/03/2016 10:10:27,166,0,0
07/03/2016 10:10:34,167,0,0
07/03/2016 10:10:40,168,0,0
07/03/2016 10:10:46,169,0,0
07/03/2016 10:10:52,170,0,0
07/03/2016 10:10:59,171,0,0
07/03/2016 10:11:05,172,0,0
07/03/2016 10:11:11,173,0,0
07/03/2016 10:11:18,174,0,0
07/03/2016 10:11:24,175,0,0
07/03/2016 10:11:30,176,0,0
07/03/2016 10:11:36,177,0,0
07/03/2016 10:11:43,178,0,0
07/03/2016 10:11:49,179,0,0
07/03/2016 10:11:55,180,0,0
07/03/2016 10:12:02,181,0,0
07/03/2016 10:12:08,182,0,0
07/03/2016 10:12:14,183,0,0
07/03/2016 10:12:20,184,0,0
07/03/2016 10:12:27,185,0,0
07/03/2016 10:12:33,186,0,0
07/03/2016 10:12:39,187,0,0
07/03/2016 10:12:45,188,0,0
07/03/2016 10:12:52,189,0,0
07/03/2016 10:12:58,190,0,0
07/03/2016 10:13:04,191,0,0
07/03/2016 10:13:11,192,1,0
07/03/2016 10:13:17,193,0,0
07/03/2016 10:13:23,194,0,0
07/03/2016 10:13:29,195,0,0
07/03/2016 10:13:36,196,0,0
07/03/2016 10:13:42,197,0,0
07/03/2016 10:13:48,198,0,0
07/03/2016 10:13:55,199,0,0
07/03/2016 10:14:01,200,0,0
07/03/2016 10:14:07,201,0,0
07/03/2016 10:14:13,202,0,0
07/03/2016 10:14:20,203,0,0
07/03/2016 10:14:26,204,0,0
07/03/2016 10:14:32,205,0,0
07/03/2016 10:14:39,206,0,0
07/03/2016 10:14:45,207,0,0
07/03/2016 10:14:51,208,0,0
07/03/2016 10:14:57,209,0,0
07/03/2016 10:15:04,210,0,0
07/03/2016 10:15:10,211,0,0
07/03/2016 10:15:16,212,0,0
07/03/2016 10:15:22,213,0,0
07/03/2016 10:15:29,214,0,0
07/03/2016 10:15:35,215,0,0
07/03/2016 10:15:41,216,0,0
07/03/2016 10:15:48,217,0,0
07/03/2016 10:15:54,218,0,0
07/03/2016 10:16:00,219,0,0
07/03/2016 10:16:06,220,0,0
07/03/2016 10:16:13,221,0,0
07/03/2016 10:16:19,222,0,0
07/03/2016 10:16:25,223,0,0
07/03/2016 10:16:32,224,0,0
07/03/2016 10:16:38,225,0,0
07/03/2016 10:16:44,226,0,0
07/03/2016 10:16:50,227,0,0
07/03/2016 10:16:57,228,0,0
07/03/2016 10:17:03,229,0,0
07/03/2016 10:17:09,230,0,0
07/03/2016 10:17:16,231,0,0
07/03/2016 10:17:22,232,0,0
07/03/2016 10:17:28,233,0,0
07/03/2016 10:17:34,234,0,0
07/03/2016 10:17:41,235,0,0
07/03/2016 10:17:47,236,0,0
07/03/2016 10:17:53,237,0,0
07/03/2016 10:18:00,238,0,0
07/03/2016 10:18:06,239,0,0
07/03/2016 10:18:12,240,0,0
07/03/2016 10:18:18,241,0,0
07/03/2016 10:18:25,242,0,0
07/03/2016 10:18:31,243,0,0
07/03/2016 10:18:37,244,0,0
07/03/2016 10:18:43,245,0,0
07/03/2016 10:18:50,246,0,0
07/03/2016 10:18:56,247,0,0
07/03/2016 10:19:02,248,0,0
07/03/2016 10:19:09,249,0,0
07/03/2016 10:19:15,250,0,0
07/03/2016 10:19:21,251,0,0
07/03/2016 10:19:27,252,0,0
07/03/2016 10:19:34,253,0,0
07/03/2016 10:19:40,254,0,0
07/03/2016 10:19:46,255,0,0
07/03/2016 10:19:53,256,0,0
07/03/2016 10:19:59,257,0,0
07/03/2016 10:20:05,258,0,0
07/03/2016 10:20:11,259,0,0
07/03/2016 10:20:18,260,0,0
07/03/2016 10:20:24,261,0,0
07/03/2016 10:20:30,262,0,0
07/03/2016 10:20:37,263,0,0
07/03/2016 10:20:43,264,0,0
07/03/2016 10:20:49,265,0,0
07/03/2016 10:20:55,266,0,0
07/03/2016 10:21:02,267,0,0
07/03/2016 10:21:08,268,0,0
07/03/2016 10:21:14,269,0,0
07/03/2016 10:21:21,270,0,0
07/03/2016 10:21:27,271,0,0
07/03/2016 10:21:33,272,0,0
07/03/2016 10:21:39,273,0,0
07/03/2016 10:21:46,274,0,0
07/03/2016 10:21:52,275,0,0
07/03/2016 10:21:58,276,0,0
07/03/2016 10:22:04,277,0,0
07/03/2016 10:22:11,278,0,0
07/03/2016 10:22:17,279,0,0
07/03/2016 10:22:23,280,0,0
07/03/2016 10:22:30,281,0,0
07/03/2016 10:22:36,282,0,0
07/03/2016 10:22:42,283,0,0
07/03/2016 10:22:48,284,0,0
07/03/2016 10:22:55,285,0,0
07/03/2016 10:23:01,286,0,0
07/03/2016 10:23:07,287,0,0
07/03/2016 10:23:14,288,0,0
07/03/2016 10:23:20,289,0,0
07/03/2016 10:23:26,290,0,0
07/03/2016 10:23:32,291,0,0
07/03/2016 10:23:39,292,0,0
07/03/2016 10:23:45,293,0,0
07/03/2016 10:23:51,294,0,0
07/03/2016 10:23:58,295,0,0
07/03/2016 10:24:04,296,0,0
07/03/2016 10:24:10,297,0,0
07/03/2016 10:24:16,298,0,0
07/03/2016 10:24:23,299,0,0
07/03/2016 10:24:29,300,0,0
07/03/2016 10:24:35,301,0,0
07/03/2016 10:24:41,302,0,0
07/03/2016 10:24:48,303,0,0
07/03/2016 10:24:54,304,0,0
07/03/2016 10:25:00,305,0,0
07/03/2016 10:25:07,306,0,0
07/03/2016 10:25:13,307,0,0
07/03/2016 10:25:19,308,0,0
07/03/2016 10:25:25,309,0,0
07/03/2016 10:25:32,310,0,0
07/03/2016 10:25:38,311,0,0
07/03/2016 10:25:44,312,0,0
07/03/2016 10:25:51,313,0,0
07/03/2016 10:25:57,314,0,0
07/03/2016 10:26:03,315,0,0
07/03/2016 10:26:09,316,0,0
07/03/2016 10:26:16,317,0,0
07/03/2016 10:26:22,318,0,0
07/03/2016 10:26:28,319,0,0
07/03/2016 10:26:35,320,0,0
07/03/2016 10:26:41,321,0,0
07/03/2016 10:26:47,322,0,0
07/03/2016 10:26:53,323,0,0
07/03/2016 10:27:00,324,0,0
07/03/2016 10:27:06,325,0,0
07/03/2016 10:27:12,326,0,0
07/03/2016 10:27:19,327,0,0
07/03/2016 10:27:25,328,0,0
07/03/2016 10:27:31,329,0,0
07/03/2016 10:27:37,330,0,0
07/03/2016 10:27:44,331,0,0
07/03/2016 10:27:50,332,0,0
07/03/2016 10:27:56,333,0,0
07/03/2016 10:28:02,334,0,0
07/03/2016 10:28:09,335,0,0
07/03/2016 10:28:15,336,0,0
07/03/2016 10:28:21,337,0,0
07/03/2016 10:28:28,338,0,0
07/03/2016 10:28:34,339,0,0
07/03/2016 10:28:40,340,0,0
07/03/2016 10:28:46,341,0,0
07/03/2016 10:28:53,342,0,0
07/03/2016 10:28:59,343,0,0
07/03/2016 10:29:05,344,0,0
07/03/2016 10:29:12,345,0,0
07/03/2016 10:29:18,346,0,0
07/03/2016 10:29:24,347,0,0
07/03/2016 10:29:30,348,0,0
07/03/2016 10:29:37,349,0,0
07/03/2016 10:29:43,350,0,0
07/03/2016 10:29:49,351,0,0
07/03/2016 10:29:56,352,0,0
07/03/2016 10:30:02,353,0,0
07/03/2016 10:30:08,354,0,0
07/03/2016 10:30:14,355,0,0
07/03/2016 10:30:21,356,0,0
07/03/2016 10:30:27,357,0,0
07/03/2016 10:30:33,358,0,0
07/03/2016 10:30:40,359,0,0
07/03/2016 10:30:46,360,0,0
07/03/2016 10:30:52,361,0,0
07/03/2016 10:30:58,362,0,0
07/03/2016 10:31:05,363,0,0
07/03/2016 10:31:11,364,0,0
07/03/2016 10:31:17,365,0,0
07/03/2016 10:31:23,366,0,0
07/03/2016 10:31:30,367,0,0
07/03/2016 10:31:36,368,0,0
07/03/2016 10:31:42,369,0,0
07/03/2016 10:31:49,370,0,0
07/03/2016 10:31:55,371,0,0
07/03/2016 10:32:01,372,0,0
07/03/2016 10:32:07,373,0,0
07/03/2016 10:32:14,374,0,0
07/03/2016 10:32:20,375,0,0
07/03/2016 10:32:26,376,0,0
07/03/2016 10:32:33,377,0,0
07/03/2016 10:32:39,378,0,0
07/03/2016 10:32:45,379,0,0
07/03/2016 10:32:51,380,0,0
07/03/2016 10:32:58,381,0,0
07/03/2016 10:33:04,382,0,0
07/03/2016 10:33:10,383,0,0
07/03/2016 10:33:17,384,0,0
07/03/2016 10:33:23,385,0,0
07/03/2016 10:33:29,386,0,0
07/03/2016 10:33:35,387,0,0
07/03/2016 10:33:42,388,0,0
07/03/2016 10:33:48,389,0,0
07/03/2016 10:33:54,390,0,0
07/03/2016 10:34:01,391,0,0
07/03/2016 10:34:07,392,0,0
07/03/2016 10:34:13,393,1,0
07/03/2016 10:34:19,394,0,0
07/03/2016 10:34:26,395,0,0
07/03/2016 10:34:32,396,0,0
07/03/2016 10:34:38,397,0,0
07/03/2016 10:34:44,398,0,0
07/03/2016 10:34:51,399,0,0
07/03/2016 10:34:57,400,0,0
07/03/2016 10:35:03,401,0,0
07/03/2016 10:35:10,402,0,0
07/03/2016 10:35:16,403,0,0
07/03/2016 10:35:22,404,0,0
07/03/2016 10:35:28,405,0,0
07/03/2016 10:35:35,406,0,0
07/03/2016 10:35:41,407,0,0
07/03/2016 10:35:47,408,0,0
07/03/2016 10:35:54,409,0,0
07/03/2016 10:36:00,410,0,0
07/03/2016 10:36:06,411,0,0
07/03/2016 10:36:12,412,0,0
07/03/2016 10:36:19,413,0,0
07/03/2016 10:36:25,414,0,0
07/03/2016 10:36:31,415,0,0
07/03/2016 10:36:38,416,0,0
07/03/2016 10:36:44,417,0,0
07/03/2016 10:36:50,418,0,0
07/03/2016 10:36:56,419,0,0
07/03/2016 10:37:03,420,0,0
07/03/2016 10:37:09,421,0,0
07/03/2016 10:37:15,422,0,0
07/03/2016 10:37:21,423,0,0
07/03/2016 10:37:28,424,0,0
07/03/2016 10:37:34,425,0,0
07/03/2016 10:37:40,426,0,0
07/03/2016 10:37:47,427,0,0
07/03/2016 10:37:53,428,0,0
07/03/2016 10:37:59,429,0,0
07/03/2016 10:38:05,430,0,0
07/03/2016 10:38:12,431,0,0
07/03/2016 10:38:18,432,0,0
07/03/2016 10:38:24,433,0,0
07/03/2016 10:38:31,434,0,0
07/03/2016 10:38:37,435,0,0
07/03/2016 10:38:43,436,0,0
07/03/2016 10:38:49,437,0,0
07/03/2016 10:38:56,438,0,0
07/03/2016 10:39:02,439,0,0
07/03/2016 10:39:08,440,0,0
07/03/2016 10:39:15,441,0,0
07/03/2016 10:39:21,442,0,0
07/03/2016 10:39:27,443,0,0
07/03/2016 10:39:33,444,0,0
07/03/2016 10:39:40,445,0,0
07/03/2016 10:39:46,446,0,0
07/03/2016 10:39:52,447,0,0
07/03/2016 10:39:59,448,0,0
07/03/2016 10:40:05,449,0,0
07/03/2016 10:40:11,450,0,0
07/03/2016 10:40:17,451,0,0
07/03/2016 10:40:24,452,0,0
07/03/2016 10:40:30,453,0,0
07/03/2016 10:40:36,454,0,0
07/03/2016 10:40:42,455,0,0
07/03/2016 10:40:49,456,0,0
07/03/2016 10:40:55,457,0,0
07/03/2016 10:41:01,458,0,0
07/03/2016 10:41:08,459,0,0
07/03/2016 10:41:14,460,0,0
07/03/2016 10:41:20,461,0,0
07/03/2016 10:41:26,462,0,0
07/03/2016 10:41:33,463,0,0
07/03/2016 10:41:39,464,0,0
07/03/2016 10:41:45,465,0,0
07/03/2016 10:41:52,466,0,0
07/03/2016 10:41:58,467,0,0
07/03/2016 10:42:04,468,0,0
07/03/2016 10:42:10,469,0,0
07/03/2016 10:42:17,470,0,0
07/03/2016 10:42:23,471,0,0
07/03/2016 10:42:29,472,0,0
07/03/2016 10:42:36,473,0,0
07/03/2016 10:42:42,474,0,0
07/03/2016 10:42:48,475,0,0
07/03/2016 10:42:54,476,0,0
07/03/2016 10:43:01,477,0,0
07/03/2016 10:43:07,478,0,0
07/03/2016 10:43:13,479,0,0
07/03/2016 10:43:20,480,0,0
07/03/2016 10:43:26,481,0,0
07/03/2016 10:43:32,482,0,0
07/03/2016 10:43:38,483,0,0
07/03/2016 10:43:45,484,0,0
07/03/2016 10:43:51,485,0,0
07/03/2016 10:43:57,486,0,0
07/03/2016 10:44:03,487,0,0
07/03/2016 10:44:10,488,0,0
07/03/2016 10:44:16,489,0,0
07/03/2016 10:44:22,490,0,0
07/03/2016 10:44:29,491,0,0
07/03/2016 10:44:35,492,0,0
07/03/2016 10:44:41,493,0,0
07/03/2016 10:44:47,494,0,0
07/03/2016 10:44:54,495,0,0
07/03/2016 10:45:00,496,0,0
07/03/2016 10:45:06,497,0,0
07/03/2016 10:45:13,498,0,0
07/03/2016 10:45:19,499,0,0
07/03/2016 10:45:25,500,0,0
07/03/2016 10:45:31,501,0,0
07/03/2016 10:45:38,502,0,0
07/03/2016 10:45:44,503,0,0
07/03/2016 10:45:50,504,0,0
07/03/2016 10:45:57,505,0,0
07/03/2016 10:46:03,506,0,0
07/03/2016 10:46:09,507,0,0
07/03/2016 10:46:15,508,0,0
07/03/2016 10:46:22,509,0,0
07/03/2016 10:46:28,510,0,0
07/03/2016 10:46:34,511,0,0
07/03/2016 10:46:41,512,0,0
07/03/2016 10:46:47,513,0,0
07/03/2016 10:46:53,514,0,0
07/03/2016 10:46:59,515,0,0
07/03/2016 10:47:06,516,0,0
07/03/2016 10:47:12,517,0,0
07/03/2016 10:47:18,518,0,0
07/03/2016 10:47:24,519,0,0
07/03/2016 10:47:31,520,0,0
07/03/2016 10:47:37,521,0,0
07/03/2016 10:47:43,522,0,0
07/03/2016 10:47:50,523,0,0
07/03/2016 10:47:56,524,0,0
07/03/2016 10:48:02,525,0,0
07/03/2016 10:48:08,526,0,0
07/03/2016 10:48:15,527,0,0
07/03/2016 10:48:21,528,0,0
07/03/2016 10:48:27,529,0,0
07/03/2016 10:48:34,530,0,0
07/03/2016 10:48:40,531,0,0
07/03/2016 10:48:46,532,0,0
07/03/2016 10:48:52,533,0,0
07/03/2016 10:48:59,534,0,0
07/03/2016 10:49:05,535,0,0
07/03/2016 10:49:11,536,0,0
07/03/2016 10:49:18,537,0,0
07/03/2016 10:49:24,538,0,0
07/03/2016 10:49:30,539,0,0
07/03/2016 10:49:36,540,0,0
07/03/2016 10:49:43,541,0,0
07/03/2016 10:49:49,542,0,0
07/03/2016 10:49:55,543,0,0
07/03/2016 10:50:01,544,0,0
07/03/2016 10:50:08,545,0,0
07/03/2016 10:50:14,546,0,0
07/03/2016 10:50:20,547,0,0
07/03/2016 10:50:27,548,0,0
07/03/2016 10:50:33,549,0,0
07/03/2016 10:50:39,550,0,0
07/03/2016 10:50:45,551,0,0
07/03/2016 10:50:52,552,0,0
07/03/2016 10:50:58,553,0,0
07/03/2016 10:51:04,554,0,0
07/03/2016 10:51:11,555,0,0
07/03/2016 10:51:17,556,0,0
07/03/2016 10:51:23,557,0,0
07/03/2016 10:51:29,558,0,0
07/03/2016 10:51:36,559,0,0
07/03/2016 10:51:42,560,0,0
07/03/2016 10:51:48,561,0,0
07/03/2016 10:51:55,562,0,0
07/03/2016 10:52:01,563,0,0
07/03/2016 10:52:07,564,0,0
07/03/2016 10:52:13,565,0,0
07/03/2016 10:52:20,566,0,0
07/03/2016 10:52:26,567,0,0
07/03/2016 10:52:32,568,0,0
07/03/2016 10:52:39,569,0,0
07/03/2016 10:52:45,570,0,0
07/03/2016 10:52:51,571,0,0
07/03/2016 10:52:57,572,0,0
07/03/2016 10:53:04,573,0,0
07/03/2016 10:53:10,574,0,0
07/03/2016 10:53:16,575,0,0
07/03/2016 10:53:22,576,0,0
07/03/2016 10:53:29,577,0,0
07/03/2016 10:53:35,578,0,0
07/03/2016 10:53:41,579,0,0
07/03/2016 10:53:48,580,0,0
07/03/2016 10:53:54,581,0,0
07/03/2016 10:54:00,582,0,0
07/03/2016 10:54:06,583,0,0
07/03/2016 10:54:13,584,0,0
07/03/2016 10:54:19,585,0,0
07/03/2016 10:54:25,586,0,0
07/03/2016 10:54:32,587,0,0
07/03/2016 10:54:38,588,0,0
07/03/2016 10:54:44,589,0,0
07/03/2016 10:54:50,590,0,0
07/03/2016 10:54:57,591,0,0
07/03/2016 10:55:03,592,0,0
07/03/2016 10:55:09,593,0,0
07/03/2016 10:55:16,594,0,0
07/03/2016 10:55:22,595,0,0
07/03/2016 10:55:28,596,0,0
07/03/2016 10:55:34,597,0,0
07/03/2016 10:55:41,598,0,0
07/03/2016 10:55:47,599,0,0
07/03/2016 10:55:53,600,0,0
07/03/2016 10:56:00,601,0,0
07/03/2016 10:56:06,602,0,0
07/03/2016 10:56:12,603,0,0
07/03/2016 10:56:18,604,0,0
07/03/2016 10:56:25,605,0,0
07/03/2016 10:56:31,606,0,0
07/03/2016 10:56:37,607,0,0
07/03/2016 10:56:43,608,0,0
07/03/2016 10:56:50,609,0,0
07/03/2016 10:56:56,610,0,0
07/03/2016 10:57:02,611,0,0
07/03/2016 10:57:09,612,0,0
07/03/2016 10:57:15,613,0,0
07/03/2016 10:57:21,614,0,0
07/03/2016 10:57:27,615,0,0
07/03/2016 10:57:34,616,0,0
07/03/2016 10:57:40,617,0,0
07/03/2016 10:57:46,618,0,0
07/03/2016 10:57:53,619,0,0
07/03/2016 10:57:59,620,0,0
07/03/2016 10:58:05,621,0,0
07/03/2016 10:58:11,622,0,0
07/03/2016 10:58:18,623,0,0
07/03/2016 10:58:24,624,0,0
07/03/2016 10:58:30,625,0,0
07/03/2016 10:58:37,626,0,0
07/03/2016 10:58:43,627,0,0
07/03/2016 10:58:49,628,0,0
07/03/2016 10:58:55,629,0,0
07/03/2016 10:59:02,630,0,0
07/03/2016 10:59:08,631,0,0
07/03/2016 10:59:14,632,0,0
07/03/2016 10:59:21,633,0,0
07/03/2016 10:59:27,634,0,0
07/03/2016 10:59:33,635,0,0
07/03/2016 10:59:39,636,0,0
07/03/2016 10:59:46,637,0,0
07/03/2016 10:59:52,638,0,0
07/03/2016 10:59:58,639,0,0
07/03/2016 11:00:04,640,0,0
07/03/2016 11:00:11,641,0,0
07/03/2016 11:00:17,642,0,0
07/03/2016 11:00:23,643,0,0
07/03/2016 11:00:30,644,0,0
07/03/2016 11:00:36,645,0,0
07/03/2016 11:00:42,646,0,0
07/03/2016 11:00:48,647,0,0
07/03/2016 11:00:55,648,0,0
07/03/2016 11:01:01,649,0,0
07/03/2016 11:01:07,650,0,0
07/03/2016 11:01:14,651,0,0
07/03/2016 11:01:20,652,0,0
07/03/2016 11:01:26,653,0,0
07/03/2016 11:01:32,654,0,0
07/03/2016 11:01:39,655,0,0
07/03/2016 11:01:45,656,0,0
07/03/2016 11:01:51,657,0,0
07/03/2016 11:01:58,658,0,0
07/03/2016 11:02:04,659,0,0
07/03/2016 11:02:10,660,0,0
07/03/2016 11:02:16,661,0,0
07/03/2016 11:02:23,662,0,0
07/03/2016 11:02:29,663,0,0
07/03/2016 11:02:35,664,0,0
07/03/2016 11:02:41,665,0,0
07/03/2016 11:02:48,666,0,0
07/03/2016 11:02:54,667,0,0
07/03/2016 11:03:00,668,0,0
07/03/2016 11:03:07,669,0,0
07/03/2016 11:03:13,670,0,0
07/03/2016 11:03:19,671,0,0
07/03/2016 11:03:25,672,0,0
07/03/2016 11:03:32,673,0,0
07/03/2016 11:03:38,674,0,0
07/03/2016 11:03:44,675,0,0
07/03/2016 11:03:51,676,0,0
07/03/2016 11:03:57,677,0,0
07/03/2016 11:04:03,678,0,0
07/03/2016 11:04:09,679,0,0
07/03/2016 11:04:16,680,0,0
07/03/2016 11:04:22,681,0,0
07/03/2016 11:04:28,682,0,0
07/03/2016 11:04:35,683,0,0
07/03/2016 11:04:41,684,0,0
07/03/2016 11:04:47,685,0,0
07/03/2016 11:04:53,686,0,0
07/03/2016 11:05:00,687,0,0
07/03/2016 11:05:06,688,0,0
07/03/2016 11:05:12,689,0,0
07/03/2016 11:05:19,690,0,0
07/03/2016 11:05:25,691,0,0
07/03/2016 11:05:31,692,0,0
07/03/2016 11:05:37,693,0,0
07/03/2016 11:05:44,694,0,0
07/03/2016 11:05:50,695,0,0
07/03/2016 11:05:56,696,0,0
07/03/2016 11:06:02,697,0,0
07/03/2016 11:06:09,698,0,0
07/03/2016 11:06:15,699,0,0
07/03/2016 11:06:21,700,0,0
07/03/2016 11:06:28,701,0,0
07/03/2016 11:06:34,702,0,0
07/03/2016 11:06:40,703,0,0
07/03/2016 11:06:46,704,0,0
07/03/2016 11:06:53,705,0,0
07/03/2016 11:06:59,706,0,0
07/03/2016 11:07:05,707,0,0
07/03/2016 11:07:12,708,0,0
07/03/2016 11:07:18,709,0,0
07/03/2016 11:07:24,710,0,0
07/03/2016 11:07:30,711,0,0
07/03/2016 11:07:37,712,0,0
07/03/2016 11:07:43,713,0,0
07/03/2016 11:07:49,714,0,0
07/03/2016 11:07:56,715,0,0
07/03/2016 11:08:02,716,0,0
07/03/2016 11:08:08,717,0,0
07/03/2016 11:08:14,718,0,0
07/03/2016 11:08:21,719,0,0
07/03/2016 11:08:27,720,0,0
07/03/2016 11:08:33,721,0,0
07/03/2016 11:08:40,722,0,0
07/03/2016 11:08:46,723,0,0
07/03/2016 11:08:52,724,0,0
07/03/2016 11:08:58,725,0,0
07/03/2016 11:09:05,726,0,0
07/03/2016 11:09:11,727,0,0
07/03/2016 11:09:17,728,0,0
07/03/2016 11:09:23,729,0,0
07/03/2016 11:09:30,730,0,0
07/03/2016 11:09:36,731,0,0
07/03/2016 11:09:42,732,0,0
07/03/2016 11:09:49,733,0,0
